,Rank,Song,Artist,Album,Release Date,Popularity,Duration (ms),Explicit,Track ID,Preview URL,Track Number,Continent,Country,Artist Photo URL
506,7,I Killed You,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,75,168420,True,3GdwjAsCsoE79ObhsJFyYb,https://p.scdn.co/mp3-preview/1e3472478e96d545566ad1423b8ed151ff561d5f?cid=0bb3eb6005f44507983d0b4982473814,6,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
507,8,Judge Judy,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,75,269622,True,6ie0uyyvOKTTuIFBMPiNIl,https://p.scdn.co/mp3-preview/61f6ba43532d5267b5ebdf60de2379d594ffa323?cid=0bb3eb6005f44507983d0b4982473814,7,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
508,9,Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,74,207272,True,2aYHxnMF2umAavtgBvmkY1,https://p.scdn.co/mp3-preview/53452d6d9f56afaeefeec8408b751efcb241838b?cid=0bb3eb6005f44507983d0b4982473814,11,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
509,10,Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,74,253909,True,4BSR9I4ExlCJdXJo2GpBD5,https://p.scdn.co/mp3-preview/9281853c6911013612931c139479acda980b5495?cid=0bb3eb6005f44507983d0b4982473814,9,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
510,11,Tomorrow,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,73,182326,True,3yw3m8wgRB4ptDyAvtdhq5,https://p.scdn.co/mp3-preview/9a5a72a8b6539e5c999088cbe91c4df6dc39aa1a?cid=0bb3eb6005f44507983d0b4982473814,10,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
511,12,Like Him (feat. Lola Young),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,73,278014,True,6jbYpRPTEFl1HFKHk1IC0m,https://p.scdn.co/mp3-preview/0bafba5309d6657c0f143c2a348ebb68e88273da?cid=0bb3eb6005f44507983d0b4982473814,12,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
512,13,Balloon (feat. Doechii),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,72,154261,True,35D1RA5uVFVhMc1qX80TaQ,https://p.scdn.co/mp3-preview/18c0b111a1878af385299aaaede894633cb97769?cid=0bb3eb6005f44507983d0b4982473814,13,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
513,14,I Hope You Find Your Way Home,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,72,269704,True,0pvZCv4JOS5WBu7JITYef6,https://p.scdn.co/mp3-preview/f72a28fccb3c9fd4cb8286a7affb1df6d85443ad?cid=0bb3eb6005f44507983d0b4982473814,14,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
514,15,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,America,USA,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
515,16,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,America,USA,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
516,17,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,84,166300,True,7ne4VBA60CxGM75vw0EYad,,15,America,USA,https://i.scdn.co/image/ab6761610000f178f6d51e6f5342d2d363220920
517,18,Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,94,157279,False,5G2f63n7IPVPPjfNIGih7Q,,1,America,USA,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
518,19,Sailor Song,Gigi Perez,Sailor Song,2024-07-26,91,211978,False,2262bWmqomIaJXwCRHr13j,,1,America,USA,https://i.scdn.co/image/ab6761610000f178e5ff5495fe99ee0fa0236087
519,20,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,210373,False,6dOtVTDdiauQNBQEDOtlAB,,4,America,USA,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
520,21,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,95,218423,False,0WbMK4wrZ1wFSty9F7FCgu,,1,America,USA,https://i.scdn.co/image/ab6761610000f178cde5a0d57c1b79de5fce6bee
521,22,Love Somebody,Morgan Wallen,Love Somebody,2024-10-18,83,204828,False,7hR22TOX3RorxJPcsz5Wbo,,1,America,USA,https://i.scdn.co/image/ab6761610000f178df42c758479fe40372584e77
522,23,Who,Jimin,MUSE,2024-07-19,92,170887,False,7tI8dRuH2Yc6RuoTjxo4dU,https://p.scdn.co/mp3-preview/02687a01e9ec00f4e947f39e910c7e0c6fa83e10?cid=0bb3eb6005f44507983d0b4982473814,6,America,USA,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
523,24,Timeless (with Playboi Carti),The Weeknd,Timeless,2024-09-27,92,256000,True,1Es7AUAhQvapIcoh3qMKDL,,1,America,USA,https://i.scdn.co/image/ab6761610000f1789e528993a2820267b97f6aae
524,25,Tu Boda,Oscar Maydon,Tu Boda,2024-09-26,90,225880,True,1cOboCuWYI2osTOfolMRS6,https://p.scdn.co/mp3-preview/6612f9395f31bb118d7cd4b8ec87d8d473f43c2a?cid=0bb3eb6005f44507983d0b4982473814,1,America,USA,https://i.scdn.co/image/ab6761610000f178505626c3e5b3feebe828f206
525,26,See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,2017-07-21,89,180386,True,7KA4W4McWYRpgf0fWsJZWB,https://p.scdn.co/mp3-preview/c703198293891e3b276800ea6b187cf7951d3d7d?cid=0bb3eb6005f44507983d0b4982473814,4,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
526,27,Espresso,Sabrina Carpenter,Short n' Sweet,2024-08-23,88,175459,True,2HRqTpkrJO5ggZyyK6NPWz,,7,America,USA,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
527,28,I Had Some Help (Feat. Morgan Wallen),Post Malone,F-1 Trillion,2024-08-15,85,178205,True,5IZXB5IKAD2qlvTPJYDCFB,,3,America,USA,https://i.scdn.co/image/ab6761610000f178e17c0aa1714a03d62b5ce4e0
528,29,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,91,261466,False,3QaPy1KgI7nu9FJEQUgn6h,,5,America,USA,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
529,30,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-21,90,157146,True,51rfRCiUSvxXlCSCfIztBy,,4,America,USA,https://i.scdn.co/image/ab6761610000f178f6d51e6f5342d2d363220920
530,31,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",2024-05-31,85,171291,True,5fZJQrFKWQLb7FpJXZ1g7K,https://p.scdn.co/mp3-preview/0c6b7caa5c2962837d1122d45d8b9fe70bec29c0?cid=0bb3eb6005f44507983d0b4982473814,2,America,USA,https://i.scdn.co/image/ab6761610000f17889447fe120bae042c52fad07
531,32,Please Please Please,Sabrina Carpenter,Short n' Sweet,2024-08-23,87,186365,True,2tHwzyyOLoWSFqYNjeVMzj,,2,America,USA,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
532,33,Bed Chem,Sabrina Carpenter,Short n' Sweet,2024-08-23,91,171869,False,1UHS8Rf6h5Ar3CDWRd3wjF,,6,America,USA,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
533,34,HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,89,184841,False,4xdBrk0nFZaP54vvZj0yx7,,7,America,USA,https://i.scdn.co/image/ab6761610000f178cde5a0d57c1b79de5fce6bee
534,35,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,89,180304,False,3xkHsmpQCBMytMJNiDf3Ii,https://p.scdn.co/mp3-preview/e213f23e6fe5938299eebbe364d06c1682a6619f?cid=0bb3eb6005f44507983d0b4982473814,4,America,USA,https://i.scdn.co/image/ab6761610000f178b2ce21a89c09c00d80d8ca25
535,36,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,89,210688,False,17phhZDn6oGtzMe56NuWvj,https://p.scdn.co/mp3-preview/51e51cc257e4186893b1923abf42fdaabbeeda37?cid=0bb3eb6005f44507983d0b4982473814,2,America,USA,https://i.scdn.co/image/ab6761610000f178f9cf783eb03eb66aa43943ba
536,37,Sweater Weather,The Neighbourhood,I Love You.,2013-04-22,90,240400,False,2QjOHCTQ1Jl3zawyYOpxh6,https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=0bb3eb6005f44507983d0b4982473814,4,America,USA,https://i.scdn.co/image/ab6761610000f178df0b5ac84376a0a4b2166816
537,38,No One Noticed,The Marías,Submarine,2024-05-31,81,236906,False,3siwsiaEoU4Kuuc9WKMUy5,https://p.scdn.co/mp3-preview/178ed09818736eb0056e3d53ccd2162a7d8bf886?cid=0bb3eb6005f44507983d0b4982473814,11,America,USA,https://i.scdn.co/image/ab6761610000f178af586afa2b397f1288683a76
538,39,NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,2023-11-10,88,86983,False,1XBYiRV30ykHw5f4wm6qEn,https://p.scdn.co/mp3-preview/644df54b3b300c95aed1bf5c47033de23d0aaae1?cid=0bb3eb6005f44507983d0b4982473814,8,America,USA,https://i.scdn.co/image/ab6761610000f178ebf5c408f4d003817161e061
539,40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,2023-08-25,86,227195,False,4KULAymBBJcPRpk1yO4dOG,https://p.scdn.co/mp3-preview/22b240f7ef2eff38bd12fb0c94dfea5e1d70e20a?cid=0bb3eb6005f44507983d0b4982473814,11,America,USA,https://i.scdn.co/image/ab6761610000f1784fd54df35bfcfa0fc9fc2da7
540,41,Stick Season,Noah Kahan,Stick Season,2022-10-14,87,182346,False,0mflMxspEfB0VbI1kyLiAv,,2,America,USA,https://i.scdn.co/image/ab6761610000f1788c52b10e110f62fe45761590
541,42,MILLION DOLLAR BABY,Tommy Richman,MILLION DOLLAR BABY,2024-04-26,89,155151,False,5AJ9hqTS2wcFQCELCFRO7A,,1,America,USA,https://i.scdn.co/image/ab6761610000f178a4526fcc32ed603aa823e0a2
542,43,Diet Pepsi,Addison Rae,Diet Pepsi,2024-08-09,88,169697,False,6MzofobZt2dm0Kf1hTThFz,https://p.scdn.co/mp3-preview/0ea9bdb1c33638033d1268d6f70d3d3a4f092010?cid=0bb3eb6005f44507983d0b4982473814,1,America,USA,https://i.scdn.co/image/ab6761610000f178e7b11d095987ac3033d9c944
543,44,BEST INTEREST,"Tyler, The Creator",BEST INTEREST,2020-01-25,82,127921,True,3jHdKaLCkuNEkWcLVmQPCX,https://p.scdn.co/mp3-preview/cf36ca28a947227ba28d7ac88bfd7aec8b49e55f?cid=0bb3eb6005f44507983d0b4982473814,1,America,USA,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
544,45,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,87,258034,False,1k2pQc5i348DCHwbn5KTdc,,11,America,USA,https://i.scdn.co/image/ab6761610000f178cde5a0d57c1b79de5fce6bee
545,46,Not Like Us,Kendrick Lamar,Not Like Us,2024-05-04,89,274192,True,6AI3ezQ4o3HUoP6Dhudph3,,1,America,USA,https://i.scdn.co/image/ab6761610000f178437b9e2a82505b3d93ff1022
546,47,Something in the Orange,Zach Bryan,Something in the Orange,2022-04-22,86,228013,False,3WMj8moIAXJhHsyLaqIIHI,https://p.scdn.co/mp3-preview/d33dc9df586e24c9d8f640df08b776d94680f529?cid=0bb3eb6005f44507983d0b4982473814,1,America,USA,https://i.scdn.co/image/ab6761610000f1784fd54df35bfcfa0fc9fc2da7
547,48,Juno,Sabrina Carpenter,Short n' Sweet,2024-08-23,87,223192,True,21B4gaTWnTkuSh77iWEXdS,,10,America,USA,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
548,49,Pink Skies,Zach Bryan,Pink Skies,2024-05-24,86,194920,False,4ZJ4vzLQekI0WntDbanNC7,https://p.scdn.co/mp3-preview/21b3562e4483a8b6204f99a0614206b819378ef8?cid=0bb3eb6005f44507983d0b4982473814,1,America,USA,https://i.scdn.co/image/ab6761610000f1784fd54df35bfcfa0fc9fc2da7
549,50,Cowgirls (feat. ERNEST),Morgan Wallen,One Thing At A Time,2023-03-03,84,181621,False,7fveJ3pk1eSfxBdVkzdXZ0,,33,America,USA,https://i.scdn.co/image/ab6761610000f178df42c758479fe40372584e77
550,1,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,79,197019,True,1QoyuMHNBe7lg3YW4Qtll4,https://p.scdn.co/mp3-preview/60f7000911baa087c0c94f5593b8ad80f69e6201?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
551,2,Rah Tah Tah,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,78,165412,True,5RePVWy39tLpHH0WwXgBsK,https://p.scdn.co/mp3-preview/4ac862b092eb9b0ead1d195563ec8ea53732e74c?cid=0bb3eb6005f44507983d0b4982473814,2,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
552,3,Noid,"Tyler, The Creator",Noid,2024-10-21,81,284363,True,1tnZxHryc2wWtjUZC1LQw5,https://p.scdn.co/mp3-preview/d66b73ad7ddc4ee02cb5a4537cebe406ecd3cf02?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
553,4,"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",CHROMAKOPIA,2024-10-28,77,253834,True,0VaeksJaXy5R1nvcTMh3Xk,https://p.scdn.co/mp3-preview/1aaec2b9aeda3b68f04cf29a1770d94c8b3ac757?cid=0bb3eb6005f44507983d0b4982473814,4,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
554,5,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
555,6,Hey Jane,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,75,240742,True,3Umj02ZNl4d356pS1D38mn,https://p.scdn.co/mp3-preview/153b319c0f9d31631382818b173fabff21b51b80?cid=0bb3eb6005f44507983d0b4982473814,5,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
556,7,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator",CHROMAKOPIA,2024-10-28,75,255915,True,3tFed7YsjGnIfxeLEQwx3R,https://p.scdn.co/mp3-preview/2672db75a05eef630426c80facae3ffa74f97ada?cid=0bb3eb6005f44507983d0b4982473814,8,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
557,8,I Killed You,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,75,168420,True,3GdwjAsCsoE79ObhsJFyYb,https://p.scdn.co/mp3-preview/1e3472478e96d545566ad1423b8ed151ff561d5f?cid=0bb3eb6005f44507983d0b4982473814,6,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
558,9,Judge Judy,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,75,269622,True,6ie0uyyvOKTTuIFBMPiNIl,https://p.scdn.co/mp3-preview/61f6ba43532d5267b5ebdf60de2379d594ffa323?cid=0bb3eb6005f44507983d0b4982473814,7,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
559,10,Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,74,207272,True,2aYHxnMF2umAavtgBvmkY1,https://p.scdn.co/mp3-preview/53452d6d9f56afaeefeec8408b751efcb241838b?cid=0bb3eb6005f44507983d0b4982473814,11,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
560,11,Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,74,253909,True,4BSR9I4ExlCJdXJo2GpBD5,https://p.scdn.co/mp3-preview/9281853c6911013612931c139479acda980b5495?cid=0bb3eb6005f44507983d0b4982473814,9,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
561,12,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,America,Canada,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
562,13,Sailor Song,Gigi Perez,Sailor Song,2024-07-26,91,211978,False,2262bWmqomIaJXwCRHr13j,,1,America,Canada,https://i.scdn.co/image/ab6761610000f178e5ff5495fe99ee0fa0236087
563,14,Tomorrow,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,73,182326,True,3yw3m8wgRB4ptDyAvtdhq5,https://p.scdn.co/mp3-preview/9a5a72a8b6539e5c999088cbe91c4df6dc39aa1a?cid=0bb3eb6005f44507983d0b4982473814,10,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
564,15,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,84,166300,True,7ne4VBA60CxGM75vw0EYad,,15,America,Canada,https://i.scdn.co/image/ab6761610000f178f6d51e6f5342d2d363220920
565,16,Like Him (feat. Lola Young),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,73,278014,True,6jbYpRPTEFl1HFKHk1IC0m,https://p.scdn.co/mp3-preview/0bafba5309d6657c0f143c2a348ebb68e88273da?cid=0bb3eb6005f44507983d0b4982473814,12,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
566,17,Timeless (with Playboi Carti),The Weeknd,Timeless,2024-09-27,92,256000,True,1Es7AUAhQvapIcoh3qMKDL,,1,America,Canada,https://i.scdn.co/image/ab6761610000f1789e528993a2820267b97f6aae
567,18,Love Somebody,Morgan Wallen,Love Somebody,2024-10-18,83,204828,False,7hR22TOX3RorxJPcsz5Wbo,,1,America,Canada,https://i.scdn.co/image/ab6761610000f178df42c758479fe40372584e77
568,19,Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,94,157279,False,5G2f63n7IPVPPjfNIGih7Q,,1,America,Canada,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
569,20,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,210373,False,6dOtVTDdiauQNBQEDOtlAB,,4,America,Canada,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
570,21,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",2024-05-31,85,171291,True,5fZJQrFKWQLb7FpJXZ1g7K,https://p.scdn.co/mp3-preview/0c6b7caa5c2962837d1122d45d8b9fe70bec29c0?cid=0bb3eb6005f44507983d0b4982473814,2,America,Canada,https://i.scdn.co/image/ab6761610000f17889447fe120bae042c52fad07
571,22,Balloon (feat. Doechii),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,72,154261,True,35D1RA5uVFVhMc1qX80TaQ,https://p.scdn.co/mp3-preview/18c0b111a1878af385299aaaede894633cb97769?cid=0bb3eb6005f44507983d0b4982473814,13,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
572,23,I Had Some Help (Feat. Morgan Wallen),Post Malone,F-1 Trillion,2024-08-15,85,178205,True,5IZXB5IKAD2qlvTPJYDCFB,,3,America,Canada,https://i.scdn.co/image/ab6761610000f178e17c0aa1714a03d62b5ce4e0
573,24,I Hope You Find Your Way Home,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,72,269704,True,0pvZCv4JOS5WBu7JITYef6,https://p.scdn.co/mp3-preview/f72a28fccb3c9fd4cb8286a7affb1df6d85443ad?cid=0bb3eb6005f44507983d0b4982473814,14,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
574,25,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,95,218423,False,0WbMK4wrZ1wFSty9F7FCgu,,1,America,Canada,https://i.scdn.co/image/ab6761610000f178cde5a0d57c1b79de5fce6bee
575,26,Espresso,Sabrina Carpenter,Short n' Sweet,2024-08-23,88,175459,True,2HRqTpkrJO5ggZyyK6NPWz,,7,America,Canada,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
576,27,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,89,180304,False,3xkHsmpQCBMytMJNiDf3Ii,https://p.scdn.co/mp3-preview/e213f23e6fe5938299eebbe364d06c1682a6619f?cid=0bb3eb6005f44507983d0b4982473814,4,America,Canada,https://i.scdn.co/image/ab6761610000f178b2ce21a89c09c00d80d8ca25
577,28,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-21,90,157146,True,51rfRCiUSvxXlCSCfIztBy,,4,America,Canada,https://i.scdn.co/image/ab6761610000f178f6d51e6f5342d2d363220920
578,29,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,89,210688,False,17phhZDn6oGtzMe56NuWvj,https://p.scdn.co/mp3-preview/51e51cc257e4186893b1923abf42fdaabbeeda37?cid=0bb3eb6005f44507983d0b4982473814,2,America,Canada,https://i.scdn.co/image/ab6761610000f178f9cf783eb03eb66aa43943ba
579,30,Please Please Please,Sabrina Carpenter,Short n' Sweet,2024-08-23,87,186365,True,2tHwzyyOLoWSFqYNjeVMzj,,2,America,Canada,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
580,31,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,91,261466,False,3QaPy1KgI7nu9FJEQUgn6h,,5,America,Canada,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
581,32,Stick Season,Noah Kahan,Stick Season,2022-10-14,87,182346,False,0mflMxspEfB0VbI1kyLiAv,,2,America,Canada,https://i.scdn.co/image/ab6761610000f1788c52b10e110f62fe45761590
582,33,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,2023-08-25,86,227195,False,4KULAymBBJcPRpk1yO4dOG,https://p.scdn.co/mp3-preview/22b240f7ef2eff38bd12fb0c94dfea5e1d70e20a?cid=0bb3eb6005f44507983d0b4982473814,11,America,Canada,https://i.scdn.co/image/ab6761610000f1784fd54df35bfcfa0fc9fc2da7
583,34,Austin (Boots Stop Workin'),Dasha,What Happens Now?,2024-02-16,88,171782,True,2uqYupMHANxnwgeiXTZXzd,https://p.scdn.co/mp3-preview/ac9eb85420aa97ed0bd023a08607fcae7fd79d36?cid=0bb3eb6005f44507983d0b4982473814,4,America,Canada,https://i.scdn.co/image/ab6761610000f1785da27544a41519ef21731ab5
584,35,Bed Chem,Sabrina Carpenter,Short n' Sweet,2024-08-23,91,171869,False,1UHS8Rf6h5Ar3CDWRd3wjF,,6,America,Canada,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
585,36,Something in the Orange,Zach Bryan,Something in the Orange,2022-04-22,86,228013,False,3WMj8moIAXJhHsyLaqIIHI,https://p.scdn.co/mp3-preview/d33dc9df586e24c9d8f640df08b776d94680f529?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f1784fd54df35bfcfa0fc9fc2da7
586,37,Diet Pepsi,Addison Rae,Diet Pepsi,2024-08-09,88,169697,False,6MzofobZt2dm0Kf1hTThFz,https://p.scdn.co/mp3-preview/0ea9bdb1c33638033d1268d6f70d3d3a4f092010?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f178e7b11d095987ac3033d9c944
587,38,Pink Skies,Zach Bryan,Pink Skies,2024-05-24,86,194920,False,4ZJ4vzLQekI0WntDbanNC7,https://p.scdn.co/mp3-preview/21b3562e4483a8b6204f99a0614206b819378ef8?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f1784fd54df35bfcfa0fc9fc2da7
588,39,Too Sweet,Hozier,Unreal Unearth: Unaired,2024-08-19,84,251424,False,19XpFsce28aByvCC4g89tJ,,1,America,Canada,https://i.scdn.co/image/ab6761610000f178ad85a585103dfc2f3439119a
589,40,Who,Jimin,MUSE,2024-07-19,92,170887,False,7tI8dRuH2Yc6RuoTjxo4dU,https://p.scdn.co/mp3-preview/02687a01e9ec00f4e947f39e910c7e0c6fa83e10?cid=0bb3eb6005f44507983d0b4982473814,6,America,Canada,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
590,41,Stargazing,Myles Smith,Stargazing,2024-05-10,89,172533,False,3Vr3zh0r7ALn8VLqCiRR10,https://p.scdn.co/mp3-preview/e645f231787fd914d1cc263644dd7839a2260ef7?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f178b44ad8eeb8041fb95c43471e
591,42,See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,2017-07-21,89,180386,True,7KA4W4McWYRpgf0fWsJZWB,https://p.scdn.co/mp3-preview/c703198293891e3b276800ea6b187cf7951d3d7d?cid=0bb3eb6005f44507983d0b4982473814,4,America,Canada,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
592,43,HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,89,184841,False,4xdBrk0nFZaP54vvZj0yx7,,7,America,Canada,https://i.scdn.co/image/ab6761610000f178cde5a0d57c1b79de5fce6bee
593,44,NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,2023-11-10,88,86983,False,1XBYiRV30ykHw5f4wm6qEn,https://p.scdn.co/mp3-preview/644df54b3b300c95aed1bf5c47033de23d0aaae1?cid=0bb3eb6005f44507983d0b4982473814,8,America,Canada,https://i.scdn.co/image/ab6761610000f178ebf5c408f4d003817161e061
594,45,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,2023-07-28,89,191700,True,42VsgItocQwOQC3XWZ8JNA,https://p.scdn.co/mp3-preview/4b0178cf6991f59db18e12e2219ff11e27474b0a?cid=0bb3eb6005f44507983d0b4982473814,8,America,Canada,https://i.scdn.co/image/ab6761610000f17819c2790744c792d05570bb71
595,46,Riptide,Vance Joy,Dream Your Life Away (Deluxe Edition),2014-08-05,84,204280,False,2uXlHCUbq9OMUwx3hrk06o,https://p.scdn.co/mp3-preview/451bfb3a8be724d19e92ba5d0764126a10b8f64e?cid=0bb3eb6005f44507983d0b4982473814,4,America,Canada,https://i.scdn.co/image/ab6761610000f1788f074ec8c25406680bf26422
